"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Campfire_C"",EngramLevelRequirement=2,EngramPointsCost=3,EngramHidden=True,RemoveEngramPreReq=True)",THE ISLAND / BASE,https://ark-engram-editor.pages.dev/EngramsEditor,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Frontier_Coffin_C"",EngramLevelRequirement=20,EngramPointsCost=0,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Frontier_SaloonChair_C"",EngramLevelRequirement=20,EngramPointsCost=0,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Frontier_SaloonTable_C"",EngramLevelRequirement=20,EngramPointsCost=0,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Frontier_Shovel_C"",EngramLevelRequirement=20,EngramPointsCost=6,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Frontier_SaloonStool_C"",EngramLevelRequirement=20,EngramPointsCost=6,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Frontier_TreasureCache_C"",EngramLevelRequirement=20,EngramPointsCost=8,EngramHidden=False,RemoveEngramPreReq=True)",not on the website,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Wasteland_DoggoArmor_Saddle_C"",EngramLevelRequirement=21,EngramPointsCost=10,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Wasteland_DoggoArmor_AmmoBox_C"",EngramLevelRequirement=21,EngramPointsCost=10,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Wasteland_DoggoArmor_MeatSack_C"",EngramLevelRequirement=21,EngramPointsCost=10,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Wasteland_DoggoArmor_Spikes_C"",EngramLevelRequirement=21,EngramPointsCost=10,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Wasteland_DoggoArmor_SleepingBag_C"",EngramLevelRequirement=21,EngramPointsCost=10,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Wasteland_DoggoArmor_ChibiBasket_C"",EngramLevelRequirement=21,EngramPointsCost=10,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Wasteland_DoggoArmor_ExtraArmor_C"",EngramLevelRequirement=21,EngramPointsCost=10,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Wasteland_DoggoArmor_Medkit_C"",EngramLevelRequirement=21,EngramPointsCost=10,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Wasteland_DoggoArmor_OxygenTank_C"",EngramLevelRequirement=21,EngramPointsCost=10,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Wasteland_DoggoArmor_FoodBasket_C"",EngramLevelRequirement=21,EngramPointsCost=10,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Wasteland_DoggoArmor_Bag_C"",EngramLevelRequirement=21,EngramPointsCost=10,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Wasteland_DoggoArmor_Movespeed_C"",EngramLevelRequirement=21,EngramPointsCost=10,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Wasteland_DoggoArmor_Spyglass_C"",EngramLevelRequirement=21,EngramPointsCost=10,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Frontier_DrawingSheet_C"",EngramLevelRequirement=21,EngramPointsCost=0,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Frontier_Saddle_Carriage_C"",EngramLevelRequirement=22,EngramPointsCost=10,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Frontier_Sign_Hanging_C"",EngramLevelRequirement=22,EngramPointsCost=5,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Frontier_Barrel_C"",EngramLevelRequirement=23,EngramPointsCost=9,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Frontier_PokerTable_C"",EngramLevelRequirement=26,EngramPointsCost=10,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Frontier_TownBell_C"",EngramLevelRequirement=28,EngramPointsCost=11,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Frontier_FancyArmchair_C"",EngramLevelRequirement=30,EngramPointsCost=0,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Frontier_FancyCouch_C"",EngramLevelRequirement=30,EngramPointsCost=0,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Frontier_PlantPot_C"",EngramLevelRequirement=31,EngramPointsCost=13,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Frontier_SaloonPiano_C"",EngramLevelRequirement=31,EngramPointsCost=13,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Frontier_OilLamp_C"",EngramLevelRequirement=33,EngramPointsCost=12,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Wasteland_TribeTower_C"",EngramLevelRequirement=42,EngramPointsCost=60,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Frontier_Train_Car_C"",EngramLevelRequirement=43,EngramPointsCost=35,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Frontier_Train_Platform_C"",EngramLevelRequirement=43,EngramPointsCost=35,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Frontier_Train_TracksAuto_C"",EngramLevelRequirement=43,EngramPointsCost=10,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_ChargeBattery_Mini_C"",EngramLevelRequirement=45,EngramPointsCost=5,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Wasteland_Lights_C"",EngramLevelRequirement=48,EngramPointsCost=10,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Steampunk_Lights_C"",EngramLevelRequirement=48,EngramPointsCost=10,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Wasteland_VehicleGarage_C"",EngramLevelRequirement=50,EngramPointsCost=30,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Steampunk_LibraryStorage_C"",EngramLevelRequirement=51,EngramPointsCost=9,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Frontier_WaterTank_Large_C"",EngramLevelRequirement=53,EngramPointsCost=25,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Steampunk_Spotlight_C"",EngramLevelRequirement=54,EngramPointsCost=8,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Frontier_Windmill_C"",EngramLevelRequirement=55,EngramPointsCost=20,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Wasteland_ExplosiveSpear_C"",EngramLevelRequirement=58,EngramPointsCost=18,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Wasteland_AntifireGrenade_C"",EngramLevelRequirement=58,EngramPointsCost=18,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Steampunk_GooGun_C"",EngramLevelRequirement=58,EngramPointsCost=18,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Steampunk_TinkeringDesk_C"",EngramLevelRequirement=64,EngramPointsCost=21,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Steampunk_IndustrialPreservingBin_C"",EngramLevelRequirement=68,EngramPointsCost=23,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Wasteland_BioGrinder_C"",EngramLevelRequirement=85,EngramPointsCost=50,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Steampunk_GeneScanner_C"",EngramLevelRequirement=86,EngramPointsCost=11,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Steampunk_GeneInfuser_C"",EngramLevelRequirement=86,EngramPointsCost=17,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Steampunk_HelperBot_C"",EngramLevelRequirement=86,EngramPointsCost=32,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Steampunk_EmbryoIncubator_C"",EngramLevelRequirement=89,EngramPointsCost=24,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Wasteland_AntiFlyerTurret_C"",EngramLevelRequirement=90,EngramPointsCost=30,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Steampunk_TimeClock_C"",EngramLevelRequirement=91,EngramPointsCost=29,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Wasteland_TekChemBench_C"",EngramLevelRequirement=92,EngramPointsCost=50,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Steampunk_Zeppelin_C"",EngramLevelRequirement=92,EngramPointsCost=22,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Steampunk_MegaForge_C"",EngramLevelRequirement=94,EngramPointsCost=36,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Steampunk_Stopwatch_C"",EngramLevelRequirement=99,EngramPointsCost=27,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Steampunk_LinkedStorage_C"",EngramLevelRequirement=100,EngramPointsCost=33,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Steampunk_TeslaCoil_C"",EngramLevelRequirement=103,EngramPointsCost=30,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Clay_C"",EngramLevelRequirement=5,EngramPointsCost=3,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_PreservingSalt_C"",EngramLevelRequirement=5,EngramPointsCost=3,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Tent_C"",EngramLevelRequirement=7,EngramPointsCost=8,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Boomerang_C"",EngramLevelRequirement=9,EngramPointsCost=2,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Saddle_Camelsaurus_C"",EngramLevelRequirement=11,EngramPointsCost=11,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Vessel_C"",EngramLevelRequirement=13,EngramPointsCost=10,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_AdobeCeiling_C"",EngramLevelRequirement=15,EngramPointsCost=5,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_AdobeDoor_C"",EngramLevelRequirement=15,EngramPointsCost=4,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_AdobeFenceFoundation_C"",EngramLevelRequirement=15,EngramPointsCost=6,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_AdobeFloor_C"",EngramLevelRequirement=15,EngramPointsCost=6,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_AdobeWall_C"",EngramLevelRequirement=15,EngramPointsCost=7,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_WaterWell_C"",EngramLevelRequirement=15,EngramPointsCost=10,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_AdobeLadder_C"",EngramLevelRequirement=16,EngramPointsCost=6,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_AdobePillar_C"",EngramLevelRequirement=17,EngramPointsCost=8,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_AdobeRailing_C"",EngramLevelRequirement=17,EngramPointsCost=2,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_AdobeSlopedWall_Left_C"",EngramLevelRequirement=18,EngramPointsCost=3,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_WeaponWhip_C"",EngramLevelRequirement=20,EngramPointsCost=6,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Propellant_C"",EngramLevelRequirement=22,EngramPointsCost=12,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_OilJar_C"",EngramLevelRequirement=24,EngramPointsCost=15,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_DesertClothBoots_C"",EngramLevelRequirement=28,EngramPointsCost=7,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_DesertClothGloves_C"",EngramLevelRequirement=28,EngramPointsCost=7,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_DesertClothPants_C"",EngramLevelRequirement=28,EngramPointsCost=5,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_DesertClothShirt_C"",EngramLevelRequirement=28,EngramPointsCost=4,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_DesertClothGooglesHelmet_C"",EngramLevelRequirement=28,EngramPointsCost=7,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_AdobeGateway_C"",EngramLevelRequirement=30,EngramPointsCost=8,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_AdobeGate_C"",EngramLevelRequirement=30,EngramPointsCost=12,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Mirror_C"",EngramLevelRequirement=32,EngramPointsCost=25,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_AdobeCeilingDoorGiant_C"",EngramLevelRequirement=34,EngramPointsCost=12,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Saddle_Moth_C"",EngramLevelRequirement=36,EngramPointsCost=12,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_AdobeGate_Large_C"",EngramLevelRequirement=38,EngramPointsCost=15,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_AdobeGateway_Large_C"",EngramLevelRequirement=38,EngramPointsCost=18,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Saddle_SpineyLizard_C"",EngramLevelRequirement=40,EngramPointsCost=18,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Saddle_Mantis_C"",EngramLevelRequirement=45,EngramPointsCost=18,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_WindTurbine_C"",EngramLevelRequirement=50,EngramPointsCost=18,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_ChainSaw_C"",EngramLevelRequirement=55,EngramPointsCost=21,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_OilPump_C"",EngramLevelRequirement=60,EngramPointsCost=24,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Flamethrower_C"",EngramLevelRequirement=65,EngramPointsCost=25,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_FlamethrowerAmmo_C"",EngramLevelRequirement=65,EngramPointsCost=10,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Saddle_RockGolem_C"",EngramLevelRequirement=70,EngramPointsCost=40,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_ClusterGrenade_C"",EngramLevelRequirement=80,EngramPointsCost=8,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_RocketHommingAmmo_C"",EngramLevelRequirement=90,EngramPointsCost=25,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Glowstick_C"",EngramLevelRequirement=10,EngramPointsCost=4,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_PortableRopeLadder_C"",EngramLevelRequirement=15,EngramPointsCost=7,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_ShagRug_C"",EngramLevelRequirement=17,EngramPointsCost=4,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_WoodElevatorPlatform_Small_C"",EngramLevelRequirement=20,EngramPointsCost=4,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Wood_CliffPlatform_C"",EngramLevelRequirement=20,EngramPointsCost=20,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_WoodElevator_Track_C"",EngramLevelRequirement=20,EngramPointsCost=10,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_WoodElevatorPlatform_Medium_C"",EngramLevelRequirement=23,EngramPointsCost=7,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_WoodElevatorPlatform_Large_C"",EngramLevelRequirement=30,EngramPointsCost=8,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_ZiplineAmmo_C"",EngramLevelRequirement=31,EngramPointsCost=8,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_ClimbingPick_C"",EngramLevelRequirement=34,EngramPointsCost=16,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_StoneCliffPlatform_C"",EngramLevelRequirement=37,EngramPointsCost=28,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_GasCollector_C"",EngramLevelRequirement=40,EngramPointsCost=35,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_ChargeBattery_C"",EngramLevelRequirement=45,EngramPointsCost=22,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_RavagerSaddle_C"",EngramLevelRequirement=47,EngramPointsCost=20,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_MetalCliffPlatform_C"",EngramLevelRequirement=51,EngramPointsCost=48,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_ZiplineMotor_C"",EngramLevelRequirement=54,EngramPointsCost=34,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_RollratSaddle_C"",EngramLevelRequirement=58,EngramPointsCost=26,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_Glider_C"",EngramLevelRequirement=62,EngramPointsCost=26,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_KarkinoSaddle_C"",EngramLevelRequirement=65,EngramPointsCost=28,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_HazardSuit_Boots_C"",EngramLevelRequirement=68,EngramPointsCost=16,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_HazardSuit_Gloves_C"",EngramLevelRequirement=68,EngramPointsCost=16,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_HazardSuit_Helmet_C"",EngramLevelRequirement=68,EngramPointsCost=28,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_HazardSuit_Pants_C"",EngramLevelRequirement=68,EngramPointsCost=22,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_HazardSuit_Chest_C"",EngramLevelRequirement=68,EngramPointsCost=22,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_ShadowDrakeSaddle_C"",EngramLevelRequirement=75,EngramPointsCost=26,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_ChargeLantern_C"",EngramLevelRequirement=80,EngramPointsCost=32,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_BasiliskSaddle_C"",EngramLevelRequirement=85,EngramPointsCost=28,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_TaxidermyBase_Small_C"",EngramLevelRequirement=10,EngramPointsCost=4,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_TaxidermyTool_C"",EngramLevelRequirement=10,EngramPointsCost=3,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_StorageBox_Balloon_C"",EngramLevelRequirement=16,EngramPointsCost=6,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_DinoLeash_C"",EngramLevelRequirement=22,EngramPointsCost=6,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_SpindlesSaddle_C"",EngramLevelRequirement=27,EngramPointsCost=8,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_GachaSaddle_C"",EngramLevelRequirement=38,EngramPointsCost=6,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_GasBagsSaddle_C"",EngramLevelRequirement=43,EngramPointsCost=6,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_CryoFridge_C"",EngramLevelRequirement=50,EngramPointsCost=20,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_EmptyCryopod_C"",EngramLevelRequirement=50,EngramPointsCost=12,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
"OverrideNamedEngramEntries=(EngramClassName=""EngramEntry_RefinedShards_C"",EngramLevelRequirement=55,EngramPointsCost=6,EngramHidden=False,RemoveEngramPreReq=True)",,,,,,,
